Course_Number,Course_Title,Credit_Hours
MECHENG 5682.01,Fundamentals of Product Design Engineering,3.00
MECHENG 5682.02,Product Design Engineering for Entrepreneurs,3.00
MECHENG 5700,Introduction to Musculoskeletal Biomechanics,3.00
MECHENG 5751,Design and Manufacturing of Compliant Mechanisms and Robots,3.00
MECHENG 5775,Applied Machine Learning for MAE and Robotics,3.00
MECHENG 5797,Study at a Foreign Institution,1.00 - 10.00
MECHENG 6193,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 6193.01,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 6194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 6359,Extracellular Matrix in Bioengineering,3.00
MECHENG 6501,Gas Dynamics,3.00
MECHENG 6505,Intermediate Fluid Dynamics,3.00
MECHENG 6507,Intermediate Numerical Methods,3.00
MECHENG 6510,Intermediate Heat Transfer,3.00
MECHENG 6515,Introduction to Microfluidics and Nanofluidics,3.00
MECHENG 6526,Combustion,3.00
MECHENG 6537,Nuclear Reactor Thermal Hydraulics,3.00
MECHENG 6661,Advanced CAE Simulation for Structural Design,4.00
MECHENG 6665,Reliability Engineering I,3.00
MECHENG 6700,Musculoskeletal Biomechanics,3.00
MECHENG 6711,Microscopy in Biomechanics,3.00
MECHENG 6716,Probabilistic Reliability and Safety Assessment,3.00
MECHENG 7100,Introduction to Continuum Mechanics,3.00
MECHENG 7101,Constitutive Models in Continuum Mechanics,4.00
MECHENG 7163,Advanced Strength of Materials and Elasticity Theory,4.00
MECHENG 7194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 7230,Advanced Dynamics,4.00
MECHENG 7236,Powertrain Dynamics,3.00
MECHENG 7250,Vibration of Discrete Systems,3.00
MECHENG 7255,Turbomachinery Dynamics,3.00
MECHENG 7259,Sliding Mode Control in Electromechanical Systems,3.00
MECHENG 7260,Automotive Noise and Vibration Control  I,3.00
MECHENG 7262,Automotive Noise and Vibration Control II,3.00
MECHENG 7263,Automotive Noise and Vibration Control II with Lab,4.00
MECHENG 7290,Digital Control Engineering,3.00
MECHENG 7292,Control System Labs,2.00
MECHENG 7372,Fault Diagnosis in Dynamic Systems,3.00
MECHENG 7374,Polymer Smart Materials and Material Systems - Advanced Modeling and Characterization,3.00
MECHENG 7380,Lumped Parameter Modeling and System Analysis,3.00
MECHENG 7383,Electrochemical Energy Conversion and Storage Systems for Automotive Applications,3.00
MECHENG 7384,"Energy Modeling, Optimization, and Control of Hybrid Vehicles",3.00
MECHENG 7385,Advanced Methods in the Dynamics and Control of Human and Animal Movement,3.00
MECHENG 7440,Internal Combustion Engine Modeling,3.00
MECHENG 7510,Advanced Heat Transfer,3.00
MECHENG 7511,Computational Fluid Dynamics,3.00
MECHENG 7513,Turbulence,3.00
MECHENG 7520,Wave Dynamics in Fluids,3.00
MECHENG 7526,Advanced Combustion,3.00
MECHENG 7527,Jet Propulsion,3.00
MECHENG 7751,Advanced Kinematics and Mechanisms,3.00
MECHENG 7752,Mechanics and Control of Robots,3.00
MECHENG 7760,"Form Synthesis, Assembly, and Applied Stress Analysis",3.00
MECHENG 7761,Optimum Design of Machines and Structures,3.00
MECHENG 7765,Principles and Applications of Tribology,3.00
MECHENG 8038,Advanced Topics in Finite Element Method,3.00
MECHENG 8193,Individual Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 8194,Group Studies in Mechanical Engineering,1.00 - 5.00
MECHENG 8220,Continuous Time Optimal Control,3.00
MECHENG 8230,Nonlinear Dynamics,3.00
MECHENG 8250,Vibration of Continuous Systems,3.00
MECHENG 8322,Vehicle System Dynamics and Control,3.00
MECHENG 8352,Robust Control of Mechatronic Systems,3.00
MECHENG 8503,Statistical Thermodynamics,3.00
MECHENG 8504,Physical Gas Dynamics,3.00
MECHENG 8514,Optical Techniques in Fluid Flows,3.00
MECHENG 8518,Advanced Mathematical Methods in Engineering,3.00
MECHENG 8527,Advanced Propulsion Problems,3.00
MECHENG 8603,"Irreversible Thermodynamics and Transport of Charge, Heat, and Spin",3.00
MECHENG 8702,Neuromuscular Biomechanics,3.00
MECHENG 8717,Dynamic Probabilistic Risk Assessment,3.00
MECHENG 8777,Risk and Reliability for Digital Instrumentation and Control Systems,3.00
MECHENG 8888,Mechanical Engineering Graduate Seminar,1.00
MECHENG 8901,Future Academic Scholars Training I for MAE,2.00
MECHENG 8902,Future Academic Scholars Training II for MAE,2.00
MECHENG 8998,Graduate Research in Mechanical Engineering,1.00 - 16.00
MECHENG 8999,Mechanical Engineering Research for Dissertation,1.00 - 16.00
NUCLREN 2194,Group Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 2500,Nuclear Sciences and Engineering at The Ohio State University,1.00
NUCLREN 4193,Individual Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 4193H,Individual Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 4194,Group Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 4194H,Group Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 4505,Introduction to Nuclear Science and Engineering,3.00
NUCLREN 4506,Undergraduate Nuclear Engineering Laboratory,3.00
NUCLREN 4536,Nuclear Reactor Systems,3.00
NUCLREN 4701,Introduction to Nuclear Power Engineering,3.00
NUCLREN 4998,Undergraduate Research in Nuclear Engineering,1.00 - 6.00
NUCLREN 4998H,Undergraduate Research in Nuclear Engineering,1.00 - 6.00
NUCLREN 5001,Interactions of Radiation with Matter,3.00
NUCLREN 5002,Reactor Physics,3.00
NUCLREN 5003,Nuclear Reactor Systems and Analysis,3.00
NUCLREN 5004,Materials in Nuclear Systems,3.00
NUCLREN 5606,Radiation Protection and Shielding,3.00
NUCLREN 5610,Reactor Safety,3.00
NUCLREN 5735,Nuclear Power Plant Operations,3.00
NUCLREN 5742,"Nuclear Instrumentation, Radiation Sensor and Detection",3.00
NUCLREN 5776,Nuclear Fuel Cycle and Radioactive Waste Management,3.00
NUCLREN 6193,Individual Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 6194,Group Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 6507,Intermediate Numerical Methods,3.00
NUCLREN 6537,Nuclear Reactor Thermal Hydraulics,3.00
NUCLREN 6716,Probabilistic Reliability and Safety Assessment,3.00
NUCLREN 6725,Nuclear Reactor Dynamics,2.00
NUCLREN 6726,Reactor Dynamics Laboratory,2.00
NUCLREN 6750,Nuclear Materials and Irradiation Effects in Materials,2.00
NUCLREN 6766,Nuclear Engineering Design,2.00
NUCLREN 6881,Nuclear Engineering Seminar,1.00
NUCLREN 7865,Neutron Slowing Down and Thermalization,3.00
NUCLREN 8193,Individual Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 8194,Group Studies in Nuclear Engineering,1.00 - 4.00
NUCLREN 8717,Dynamic Probablistic Risk Assessment,3.00
NUCLREN 8777,Risk and Reliability for Digital Instrumentation and Control Systems,3.00
NUCLREN 8998,Graduate Research in Nuclear Engineering,1.00 - 12.00
NUCLREN 8999,Nuclear Engineering Research for Dissertation,1.00 - 15.00
WELDENG 2001,Introduction to Welding Engineering,3.00
WELDENG 2601,Introductory Arc Welding Laboratory,1.00
WELDENG 3193.01,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 3193.02,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 4001,Physical Principles in Welding Processes I,4.00
WELDENG 4002,Physical Principles in Welding Processes II,4.00
WELDENG 4003,Principles of Welding Process Control,3.00
WELDENG 4012,Resistance Welding Processes,3.00
WELDENG 4021,Solid-State Welding/Joining,3.00
WELDENG 4023,Brazing and Soldering,3.00
WELDENG 4024,High Energy Density Welding Processes,2.00
WELDENG 4101,Welding Metallurgy I,4.00
WELDENG 4102,Welding Metallurgy II,4.00
WELDENG 4112,Weldability,3.00
WELDENG 4115,Computational Modeling of Additive Manufacturing and Welding,3.00
WELDENG 4121,Computational Thermodynamics and Kinetics,2.00
WELDENG 4189,Industrial Experience,1.00
WELDENG 4193.01,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 4193.02,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 4194,Group Studies in Welding Engineering,1.00 - 4.00
WELDENG 4201,Engineering Analysis for Design and Simulation,4.00
WELDENG 4202,Welding Design,3.00
WELDENG 4240,Fitness-for-Service of Welded Structures,2.00
WELDENG 4301,Nondestructive Evaluation,3.00
WELDENG 4303,Ultrasonic Nondestructive Testing,3.00
WELDENG 4406,Welding of Plastics and Composites,3.00
WELDENG 4407,Adhesive Bonding and Mechanical Joining of Plastics,2.00
WELDENG 4595,Topics in Welding Engineering,1.00
WELDENG 4602,Welding Procedure Development and Qualification,3.00
WELDENG 4606,Welding Robot Programming and Operations,1.00
WELDENG 4901,Capstone Welding Design I,2.00
WELDENG 4902,Capstone Welding Design II,3.00
WELDENG 4998,Undergraduate Research in Welding Engineering,1.00 - 3.00
WELDENG 4999,Undergraduate Research,0.50 - 3.00
WELDENG 4999H,Undergraduate Honors Research in Welding Engineering,1.00 - 3.00
WELDENG 5027,Introduction to Additive Manufacturing,3.00
WELDENG 5038,Introduction to Ultrasonics - With Applications,3.00
WELDENG 5193.01,Individual Studies in Welding Engineering,0.00 - 6.00
WELDENG 5193.02,Individual Study in Welding Engineering,0.50 - 6.00
WELDENG 6193.01,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 6193.02,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 6194,Group Studies in Welding Engineering,1.00 - 4.00
WELDENG 6999,Graduate Research in Welding Engineering,0.50 - 18.00
WELDENG 7001,Physical Principles in Welding Processes I,3.00
WELDENG 7002,Physical Principles of Welding Processes II,3.00
WELDENG 7003,Principles of Welding Process Control,3.00
WELDENG 7012,Resistance Welding Processes,3.00
WELDENG 7021,Solid-State Welding/Joining,3.00
WELDENG 7023,Brazing and Soldering,3.00
WELDENG 7024,High Energy Density Welding Processes,2.00
WELDENG 7101,Welding Metallurgy I,3.00
WELDENG 7102,Welding Metallurgy II,3.00
WELDENG 7112,Weldability,3.00
WELDENG 7115,Computational Modeling of Additive Manufacturing and Welding (Grad),3.00
WELDENG 7121,Computational Thermodynamics and Kinetics,2.00
WELDENG 7123,Advanced Metallurgy for Brazing and Soldering,3.00
WELDENG 7193.01,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 7193.02,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 7194,Group Studies in Welding Engineering,1.00 - 4.00
WELDENG 7201,Engineering Analysis for Design and Simulation,4.00
WELDENG 7202,Welding Design,3.00
WELDENG 7240,Fitness-for-Service of Welded Structures,2.00
WELDENG 7301,Nondestructive Evaluation,3.00
WELDENG 7302,Industrial Radiography,3.00
WELDENG 7303,Ultrasonic Nondestructive Testing,3.00
WELDENG 7406,Welding of Plastics and Composites,3.00
WELDENG 7407,Adhesive Bonding and Mechanical Joining of Plastics,2.00
WELDENG 7611,Welding Metallurgy Laboratory I,1.00
WELDENG 7612,Welding Metallurgy Laboratory II,1.00
WELDENG 7895,Graduate Seminar,1.00
WELDENG 8004,Theory of Laser Welding,2.00
WELDENG 8193.01,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 8193.02,Individual Studies in Welding Engineering,0.50 - 6.00
WELDENG 8194,Group Studies in Welding Engineering,1.00 - 4.00
WELDENG 8999,Graduate Research in Welding Engineering,0.50 - 18.00
